央视频道,#genre#
CCTV14少儿,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000378/index.m3u8?key=tvbox6_com
CCTV15音乐,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?key=tvbox6_com
CCTV16奥林匹克,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
CCTV17农业农村,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?key=tvbox6_com





CCTV1综合,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV2财经,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3综艺,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225799/index.m3u8
CCTV4中文国际,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5体育,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+体育赛事,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225507/index.m3u8
CCTV6电影,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7国防军事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8电视剧,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9纪录,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10科教,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225677/index.m3u8
CCTV11戏曲,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV12社会与法,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV13新闻,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV14少儿,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV15音乐,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV16奥林匹克,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225893/index.m3u8
CCTV17农业农村,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8







CETV-1,http://123.win14.eu.org:18975/api/cqyx_023.php?id=cetv1
CETV-1,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000481/index.m3u8?key=tvbox6_com

CCTV第一剧场,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=G_DIYIJC-CQ.m3u8
CCTV风云音乐,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=G_FENGYUNYY-CQ.m3u8
CCTV风云剧场,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=G_FENGYUNJC-CQ.m3u8
CCTV怀旧剧场,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=G_HUAIJIUJC-CQ.m3u8
CCTV女性时尚,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=G_NVXINGSS-CQ.m3u8
CCTV兵器科技,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=G_BINGQIKJ-CQ.m3u8
CCTV世界地理,http://123.6.102.32:11789/tmp/0725/jsyd.php?id=G_SHIJIEDL-CQ.m3u8


CCTV第一剧场,http://123.6.102.32:11789/cqyx/0702.php?id=diyijuchanghd.m3u8
CCTV怀旧剧场,http://123.6.102.32:11789/cqyx/0702.php?id=hjjchd.m3u8
CCTV风云剧场,http://123.6.102.32:11789/cqyx/0702.php?id=fyjchd.m3u8
CCTV风云音乐,http://123.6.102.32:11789/cqyx/0702.php?id=fyyyhd.m3u8
CCTV兵器科技,http://123.6.102.32:11789/cqyx/0702.php?id=bqkjhd.m3u8



CCTV兵器科技,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077907bdcd/1.m3u8?m3u8_level=2
CCTV第一剧场,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077f5ca035/1.m3u8?m3u8_level=2
CCTV风云足球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077160c04a/1.m3u8?m3u8_level=2
CCTV世界地理,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077a61f4f3/1.m3u8?m3u8_level=2

CCTV世界地理,http://pixman.taoiptv.com/tptv/G_SHIJIEDL-CQ?cdn=tptv1
CCTV风云剧场,http://pixman.taoiptv.com/tptv/G_FENGYUNJC-CQ?cdn=tptv1
